drug_name,ndc,form,strength,mfg,acq,awp,pf,dispensed,p._update,rxcui,epc_class,drug_class
DULOXETINE   CAP 20MG,68180-0294-03,CPEP,20MG,LUPIN PHRM,41.99,6998.33,,0:00:00,9/13/2024,596926,Serotonin and Norepinephrine Reuptake Inhibitor [EPC],Neuropathic Pain
DULOXETINE   CAP 20MG,68180-0294-03,CPEP,20MG,LUPIN PHRM,41.99,6998.33,,0:00:00,9/13/2024,596926,Serotonin and Norepinephrine Reuptake Inhibitor [EPC],Neuropathic Pain
DULOXETINE   CAP 20MG,51991-0746-05,CPEP,20MG,BRENCKRDG,22.97,3359.16,,0:00:00,11/5/2024,596926,Serotonin and Norepinephrine Reuptake Inhibitor [EPC],Neuropathic Pain
DULOXETINE   CAP 20MG,51991-0746-05,CPEP,20MG,BRENCKRDG,22.97,3359.16,,0:00:00,11/5/2024,596926,Serotonin and Norepinephrine Reuptake Inhibitor [EPC],Neuropathic Pain
DULOXETINE   CAP 20MG,51991-0746-05,CPEP,20MG,BRENCKRDG,22.97,3359.16,,0:00:00,11/5/2024,596926,Serotonin and Norepinephrine Reuptake Inhibitor [EPC],Neuropathic Pain
DULOXETINE   CAP 20MG,51991-0746-05,CPEP,20MG,BRENCKRDG,22.97,3359.16,,0:00:00,11/5/2024,596926,Serotonin and Norepinephrine Reuptake Inhibitor [EPC],Neuropathic Pain
DULOXETINE   CAP 20MG,27241-0097-06,CPEP,20MG,AJANTA PHA,2.23,419.9,,0:00:00,9/13/2024,596926,Serotonin and Norepinephrine Reuptake Inhibitor [EPC],Neuropathic Pain
DULOXETINE   CAP 20MG,27241-0097-06,CPEP,20MG,AJANTA PHA,2.23,419.9,,0:00:00,9/13/2024,596926,Serotonin and Norepinephrine Reuptake Inhibitor [EPC],Neuropathic Pain
DULOXETINE   CAP 20MG,27241-0097-06,CPEP,20MG,AJANTA PHA,2.23,419.9,,0:00:00,9/13/2024,596926,Serotonin and Norepinephrine Reuptake Inhibitor [EPC],Neuropathic Pain
DULOXETINE   CAP 20MG,27241-0097-06,CPEP,20MG,AJANTA PHA,2.23,419.9,,0:00:00,9/13/2024,596926,Serotonin and Norepinephrine Reuptake Inhibitor [EPC],Neuropathic Pain
GABAPENTIN   CAP 300MG,23155-0867-10,CAPS,300MG,AVET PHARM,18.99,1330.7,,0:00:00,9/13/2024,310431,Decreased Central Nervous System Disorganized Electrical Activity [PE],Neuropathic Pain (Gabapentin)
GABAPENTIN   CAP 300MG,23155-0867-10,CAPS,300MG,AVET PHARM,18.99,1330.7,,0:00:00,9/13/2024,310431,Decreased Central Nervous System Disorganized Electrical Activity [PE],Neuropathic Pain (Gabapentin)
GABAPENTIN   CAP 300MG,50228-0180-10,CAPS,300MG,SCIEGEN PH,24.91,1332,,0:00:00,9/13/2024,310431,Decreased Central Nervous System Disorganized Electrical Activity [PE],Neuropathic Pain (Gabapentin)
GABAPENTIN   CAP 300MG,50228-0180-10,CAPS,300MG,SCIEGEN PH,24.91,1332,,0:00:00,9/13/2024,310431,Decreased Central Nervous System Disorganized Electrical Activity [PE],Neuropathic Pain (Gabapentin)
HYDROXYCHLOR TAB 200MG,68382-0096-05,TABS,200MG,ZYDUS PHAR,38.61,2035.57,,0:00:00,9/13/2024,979092,Antimalarial [EPC],Immunosuppressant
HYDROXYCHLOR TAB 200MG,68382-0096-05,TABS,200MG,ZYDUS PHAR,38.61,2035.57,,0:00:00,9/13/2024,979092,Antimalarial [EPC],Immunosuppressant
HYDROXYCHLOR TAB 200MG,68382-0096-05,TABS,200MG,ZYDUS PHAR,38.61,2035.57,,0:00:00,9/13/2024,979092,Antimalarial [EPC],Immunosuppressant
MYCOPHENOLAT CAP 250MG,23155-0830-05,CAPS,250MG,AVET PHARM,42.8,157.25,,0:00:00,9/13/2024,199058,Antimetabolite Immunosuppressant [EPC],Immunosuppressant
MYCOPHENOLAT CAP 250MG,23155-0830-05,CAPS,250MG,AVET PHARM,42.8,157.25,,0:00:00,9/13/2024,199058,Antimetabolite Immunosuppressant [EPC],Immunosuppressant
CLOBETASOL   OIN 0.05%,51672-1259-03,OINT,0.05%,TARO ,0,519.5,,11/20/2024 0:00,9/16/2024,861448,Corticosteroid [EPC],Steroids
SULFASALAZIN TAB 500MG DR,59762-0104-06,TBEC,500MG DR,GREENSTONE,94.3,98,,0:00:00,9/18/2024,313142,expired,Anti-inflammatory
SULFASALAZIN TAB 500MG,00093-3234-05,TABS,500MG,TEVA USA,91,121.01,,0:00:00,9/18/2024,198232,Aminosalicylate [EPC],Anti-inflammatory
SULFASALAZIN TAB 500MG,00093-3234-05,TABS,500MG,TEVA USA,91,121.01,,0:00:00,9/18/2024,198232,Aminosalicylate [EPC],Anti-inflammatory
ALENDRONATE  TAB 10MG,16714-0631-02,TABS,10MG,NORTHSTAR,3.75,292.33,,0:00:00,9/18/2024,904419,Bisphosphonate [EPC],Bone Resorption Inhibitor
ALENDRONATE  TAB 10MG,16714-0631-02,TABS,10MG,NORTHSTAR,3.75,292.33,,0:00:00,9/18/2024,904419,Bisphosphonate [EPC],Bone Resorption Inhibitor
ALENDRONATE  TAB 10MG,64980-0340-01,TABS,10MG,RISING,5.61,292.25,,0:00:00,9/18/2024,904419,Bisphosphonate [EPC],Bone Resorption Inhibitor
ALENDRONATE  TAB 10MG,64980-0340-01,TABS,10MG,RISING,5.61,292.25,,0:00:00,9/18/2024,904419,Bisphosphonate [EPC],Bone Resorption Inhibitor
RISEDRONATE  TAB 150MG,60505-3097-04,TABS,150MG,APOTEX,45.06,700.19,,0:00:00,9/18/2024,905028,Bisphosphonate [EPC],Anti-inflammatory
RISEDRONATE  TAB 150MG,60505-3097-04,TABS,150MG,APOTEX,45.06,700.19,,0:00:00,9/18/2024,905028,Bisphosphonate [EPC],Anti-inflammatory
RISEDRONATE  TAB 150MG,65862-0870-03,TABS,150MG,AUROBINDO,0,700.2,,0:00:00,9/18/2024,905028,Bisphosphonate [EPC],Anti-inflammatory
RISEDRONATE  TAB 150MG,65862-0870-03,TABS,150MG,AUROBINDO,0,700.2,,0:00:00,9/18/2024,905028,Bisphosphonate [EPC],Anti-inflammatory
ALLOPURINOL  TAB 100MG,23155-0693-10,TABS,100MG,AVET PHARM,15.7,436.37,,0:00:00,9/18/2024,197319,Xanthine Oxidase Inhibitor [EPC],Bone Resorption Inhibitor
CELECOXIB    CAP 200MG,69367-0302-05,CAPS,200MG,WESTMINST,11.19,3790.68,,11/22/2024 0:00,9/18/2024,205323,Nonsteroidal Anti-inflammatory Drug [EPC],Steroids
AMMONIUM LAC LOT 12%,45802-0419-26,LOTN,12%,PADAGIS,0,56.65,,11/19/2024 0:00,9/24/2024,197362,Acidifying Activity [MoA],Moisturizer
AMMONIUM LAC LOT 12%,45802-0419-26,LOTN,12%,PADAGIS,0,56.65,,11/19/2024 0:00,9/24/2024,197362,Acidifying Activity [MoA],Moisturizer
AMMONIUM LAC LOT 12%,45802-0419-26,LOTN,12%,PADAGIS,0,56.65,,11/19/2024 0:00,9/24/2024,197362,Acidifying Activity [MoA],Moisturizer
AMMONIUM LAC LOT 12%,45802-0419-26,LOTN,12%,PADAGIS,0,56.65,,11/19/2024 0:00,9/24/2024,197362,Acidifying Activity [MoA],Moisturizer
MINOXIDIL    AER MEN 5%,51672-2128-04,FOAM,MEN 5%,TARO ,0,23.26,,0:00:00,10/22/2024,645146,Arteriolar Vasodilator [EPC],Hair Growth
ERYTHROMYCIN OIN 5MG/GM,24208-0910-55,OINT,5MG/GM,BAUSCH HEA,0,19,,10/25/2024 0:00,10/25/2024,310149,Macrolide Antimicrobial [EPC],Acne Topical ABX
DOLOBID      TAB 250MG,74157-0009-60,TABS,250MG,INA PHARMA,1400,3006,,0:00:00,10/28/2024,105823,Nonsteroidal Anti-inflammatory Drug [EPC],Steroids
PREDNISONE   TAB 5MG,59746-0172-10,TABS,5MG,JUBILANT C,9.95,500.46,,0:00:00,11/5/2024,312617,Corticosteroid [EPC],Anti-inflammatory
CHOLESTYRAM  POW 4GM LITE,42806-0270-95,PACK,4GM LITE,EPIC PHARM,27.99,201.06,,0:00:00,11/5/2024,1801279,Bile Acid Sequestrant [EPC],Antihyperlipidemic
DULOXETINE   CAP 20MG,51991-0746-90,CPEP,20MG,BRENCKRDG,4.4,604.65,,0:00:00,11/5/2024,596926,Serotonin and Norepinephrine Reuptake Inhibitor [EPC],Neuropathic Pain
DULOXETINE   CAP 20MG,51991-0746-90,CPEP,20MG,BRENCKRDG,4.4,604.65,,0:00:00,11/5/2024,596926,Serotonin and Norepinephrine Reuptake Inhibitor [EPC],Neuropathic Pain
DULOXETINE   CAP 20MG,51991-0746-90,CPEP,20MG,BRENCKRDG,4.4,604.65,,0:00:00,11/5/2024,596926,Serotonin and Norepinephrine Reuptake Inhibitor [EPC],Neuropathic Pain
DULOXETINE   CAP 20MG,51991-0746-90,CPEP,20MG,BRENCKRDG,4.4,604.65,,0:00:00,11/5/2024,596926,Serotonin and Norepinephrine Reuptake Inhibitor [EPC],Neuropathic Pain
PREGABALIN   CAP 150MG,67877-0466-05,CAPS,150MG,ASCENDLABS,36.99,3979.44,,0:00:00,11/5/2024,483440,unknown,Neuropathic Pain
PREGABALIN   CAP 150MG,67877-0466-05,CAPS,150MG,ASCENDLABS,36.99,3979.44,,0:00:00,11/5/2024,483440,unknown,Neuropathic Pain
GABAPENT DLY TAB 300MG,31722-0091-90,TABS,300MG,CAMBER PHA,93.55,1034.33,,0:00:00,11/5/2024,1806380,Decreased Central Nervous System Disorganized Electrical Activity [PE],Neuropathic Pain (Gabapent DLY)
PREGABALIN   CAP 150MG,31722-0614-90,CAPS,150MG,CAMBER PHA,5.25,800.6,,0:00:00,11/5/2024,483440,unknown,Neuropathic Pain
PREGABALIN   CAP 150MG,31722-0614-90,CAPS,150MG,CAMBER PHA,5.25,800.6,,0:00:00,11/5/2024,483440,unknown,Neuropathic Pain
MYCOPHENOLAT CAP 250MG,16729-0094-16,CAPS,250MG,ACCORD HEA,43.84,1961.61,,0:00:00,11/5/2024,199058,Antimetabolite Immunosuppressant [EPC],Immunosuppressant
MYCOPHENOLAT CAP 250MG,16729-0094-16,CAPS,250MG,ACCORD HEA,43.84,1961.61,,0:00:00,11/5/2024,199058,Antimetabolite Immunosuppressant [EPC],Immunosuppressant
CELECOXIB    CAP 100MG,33342-0156-15,CAPS,100MG,MACLEODS,13.65,2308,,0:00:00,11/5/2024,205322,Nonsteroidal Anti-inflammatory Drug [EPC],Steroids
PILOCARPINE  SOL 4% OP,61314-0206-15,SOLN,4% OP,SANDOZ,7.92,105.69,,0:00:00,11/5/2024,1000897,Cholinergic Receptor Agonist [EPC],Anticholinergic
TRETINOIN    CRE 0.025%,51672-1407-09,CREA,0.03%,TARO ,17.2,241.56,,0:00:00,11/5/2024,106302,Retinoid [EPC],Retinoids: Exfoliant
CLOTRIMAZOLE SOL 1%,50228-0502-61,SOLN,1%,SCIEGEN PH,365,969.63,,0:00:00,11/5/2024,309370,Azole Antifungal [EPC],Anti-fungal
MELOXICAM    SUS 7.5/5ML,72919-0124-10,SUSP,7.5/5ML,EMERALD TH,399,1131,,0:00:00,11/5/2024,597406,Nonsteroidal Anti-inflammatory Drug [EPC],Steroids
DICLOFENAC   DIS 1.3%,00093-3727-55,PTCH,1.30%,TEVA USA,104.99,425.18,,0:00:00,11/5/2024,855626,Nonsteroidal Anti-inflammatory Drug [EPC],Steroids
ACYCLOVIR    CRE 5%,00093-3630-20,CREA,5%,TEVA USA,62.5,962.49,,0:00:00,11/14/2024,141859,Herpes Simplex Virus Nucleoside Analog DNA Polymerase Inhibitor [EPC],Antiviral
FLUOXETINE   CAP 40MG,50228-0115-05,CAPS,40MG,SCIEGEN PH,14.59,2544.15,,0:00:00,11/14/2024,313989,Serotonin Reuptake Inhibitor [EPC],Antidepressant (Fluoxetine)
SERTRALINE   TAB 25MG,70010-0203-05,TABS,25MG,GRANULES,7.32,1424.15,,0:00:00,11/14/2024,312940,Serotonin Reuptake Inhibitor [EPC],Antidepressant
SERTRALINE   TAB 25MG,70010-0203-05,TABS,25MG,GRANULES,7.32,1424.15,,0:00:00,11/14/2024,312940,Serotonin Reuptake Inhibitor [EPC],Antidepressant
SERTRALINE   TAB 25MG,68180-0351-03,TABS,25MG,LUPIN PHRM,13.07,2851.22,,0:00:00,11/14/2024,312940,Serotonin Reuptake Inhibitor [EPC],Antidepressant
SERTRALINE   TAB 25MG,68180-0351-03,TABS,25MG,LUPIN PHRM,13.07,2851.22,,0:00:00,11/14/2024,312940,Serotonin Reuptake Inhibitor [EPC],Antidepressant
PAROXETINE   TAB 40MG,68382-0001-05,TABS,40MG,ZYDUS PHAR,28.25,1486.5,,0:00:00,11/14/2024,1738511,Serotonin Reuptake Inhibitor [EPC],Antidepressant
PAROXETINE   TAB 40MG,68382-0001-05,TABS,40MG,ZYDUS PHAR,28.25,1486.5,,0:00:00,11/14/2024,1738511,Serotonin Reuptake Inhibitor [EPC],Antidepressant
PAROXETINE   TAB 40MG,43547-0350-11,TABS,40MG,SOLCO HC,28.25,3000,,0:00:00,11/14/2024,1738511,Serotonin Reuptake Inhibitor [EPC],Antidepressant
PAROXETINE   TAB 40MG,43547-0350-11,TABS,40MG,SOLCO HC,28.25,3000,,0:00:00,11/14/2024,1738511,Serotonin Reuptake Inhibitor [EPC],Antidepressant
GRISEOFULVIN SUS 125/5ML,00713-0850-04,SUSP,125/5ML,COSETTE PH,32.5,108,,0:00:00,11/14/2024,239238,Tubulin Inhibiting Agent [EPC],Antifungal
LOTEPREDNOL  SUS 0.5%,62756-0232-56,SUSP,0.50%,SUN PHARMA,69.99,670.03,,0:00:00,11/14/2024,311382,Corticosteroid [EPC],Steroids
DULOXETINE   CAP 30MG,68180-0295-03,CPEP,30MG,LUPIN PHRM,0,7851.51,,11/14/2024 0:00,11/18/2024,596930,Serotonin and Norepinephrine Reuptake Inhibitor [EPC],Neuropathic Pain
DULOXETINE   CAP 30MG,68180-0295-03,CPEP,30MG,LUPIN PHRM,0,7851.51,,11/14/2024 0:00,11/18/2024,596930,Serotonin and Norepinephrine Reuptake Inhibitor [EPC],Neuropathic Pain
MYORISAN     CAP 40MG,61748-0304-13,CAPS,40MG,AKORN,47.99,744.5,  ,3/21/2023 0:00,9/15/2022,1242615,expired,Accutane
SALICYLIC AC SHA 6%,42546-0279-06,SHAM,6%,PRUGEN,20,442.56,  ,7/21/2022 0:00,2/18/2022,667904,unknown,Keratolytic
BP 10-1      EMU,42192-0104-06,EMUL,,ACELLA PH,435,947.39,  ,5/31/2022 0:00,3/11/2021,1000720,Sulfonamide Antibacterial [EPC],Moisturizer
CLOBETASOL   SHA 0.05%,45802-0961-26,SHAM,0.05%,PERRIGO,21,217.67,  ,11/18/2024 0:00,4/26/2024,861490,Corticosteroid [EPC],Steroids
DICLOFENAC   GEL 3%,68462-0355-94,GEL,3%,GLENMARK,21.42,1179.46,  ,0:00:00,11/4/2022,855642,Nonsteroidal Anti-inflammatory Drug [EPC],Steroids
CLOBETASOL   SOL 0.05%,68462-0532-53,SOLN,0.05%,GLENMARK,5.08,206.31,  ,12/20/2022 0:00,10/27/2021,861487,Corticosteroid [EPC],Steroids
UREA HYDRATI AER 35%,42192-0115-15,FOAM,35%,ACELLA PH,0,371.95,  ,0:00:00,3/4/2021,849646,unknown,Keratolytic
CLOBETASOL E CRE 0.05%,50742-0311-30,CREA,0.05%,INGENUS PH,5.9,136.27,  ,12/16/2021 0:00,5/6/2021,1992281,expired,Steroids
CLINDAMY/BEN GEL 1-5%,51672-1381-04,GEL,1-5%,TARO ,20,408.35,  ,7/19/2024 0:00,8/29/2024,358917,unknown,Acne Topical ABX
TACROLIMUS   OIN 0.1%,16729-0422-01,OINT,0.10%,ACCORD HEA,60.98,964.7,  ,9/12/2023 0:00,4/25/2023,314266,Calcineurin Inhibitor Immunosuppressant [EPC],Non-Ster Anti-Inflam
METHOTREXATE TAB 2.5MG,16729-0486-01,TABS,2.5MG,ACCORD HEA,8.39,400.95,  ,10/5/2023 0:00,12/17/2021,105585,Folate Analog Metabolic Inhibitor [EPC],Immunosuppressant
METHOTREXATE TAB 2.5MG,16729-0486-01,TABS,2.5MG,ACCORD HEA,8.39,400.95,  ,10/5/2023 0:00,12/17/2021,105585,Folate Analog Metabolic Inhibitor [EPC],Immunosuppressant
METHOTREXATE TAB 2.5MG,16729-0486-01,TABS,2.5MG,ACCORD HEA,8.39,400.95,  ,10/5/2023 0:00,12/17/2021,105585,Folate Analog Metabolic Inhibitor [EPC],Immunosuppressant
METHOTREXATE TAB 2.5MG,16729-0486-01,TABS,2.5MG,ACCORD HEA,8.39,400.95,  ,10/5/2023 0:00,12/17/2021,105585,Folate Analog Metabolic Inhibitor [EPC],Immunosuppressant
FLUCONAZOLE  TAB 100MG,70710-1138-01,TABS,100MG,ZYDUS PHAR,7.93,831.63,  ,7/11/2023 0:00,5/20/2021,197698,Azole Antifungal [EPC],Anti-fungal (Oral)
DIFLORASONE  OIN 0.05%,52565-0063-60,OINT,0.05%,TELIGENT,93,838.71,  ,12/1/2021 0:00,5/20/2021,966607,expired,High Potency Topical Steroid
DOXYCYCL HYC TAB 100MG,42806-0312-05,TABS,100MG,EPIC PHARM,27.7,3073.46,  ,11/22/2024 0:00,9/18/2024,1650143,Tetracycline-class Drug [EPC],ABX Orals
VALACYCLOVIR TAB 1GM,57237-0043-90,TABS,1GM,RISING,29.5,1080.89,  ,8/2/2023 0:00,6/21/2023,313564,Herpes Simplex Virus Nucleoside Analog DNA Polymerase Inhibitor [EPC],Antiviral
AMNESTEEM    CAP 20MG,00378-6612-93,CAPS,20MG,MYLAN,53,641.12,  ,10/9/2024 0:00,8/29/2024,404061,Retinoid [EPC],Accutane
KETOCONAZOLE CRE 2%,51407-0279-60,CREA,2%,GSMS ,0,171.12,  ,0:00:00,11/16/2024,203088,Azole Antifungal [EPC],Anti-fungal
HALCINONIDE  CRE 0.1%,00378-8056-60,CREA,0.10%,MYLAN,339,830.74,  ,7/15/2022 0:00,11/22/2021,103467,Corticosteroid [EPC],Medium Potency Topical Steroid
HALOBETASOL  OIN 0.05%,52565-0073-51,OINT,0.05%,TELIGENT,24.99,216.35,  ,12/2/2021 0:00,3/8/2021,977978,expired,High Potency Topical Steroid
CLINDAMYCIN  LOT 10MG/ML,59762-3744-01,LOTN,10MG/ML,GREENSTONE,32.74,120.18,  ,12/16/2021 0:00,9/7/2021,197519,Lincosamide Antibacterial [EPC],Rosacea Topical ABX
HALOBETASOL  OIN 0.05%,70752-0119-04,OINT,0.05%,QUAGEN PHA,17.99,216.35,  ,12/13/2021 0:00,5/25/2021,977978,Corticosteroid [EPC],High Potency Topical Steroid
PIMECROLIMUS CRE 1%,68462-0609-94,CREA,1%,GLENMARK,225,1072.07,  ,12/20/2021 0:00,10/11/2021,562806,Calcineurin Inhibitor Immunosuppressant [EPC],Non-Ster Anti-Inflam
TRIAMCINOLON AER SPRAY,71800-0156-31,AERS,SPRAY,INNOVIDA P,30,908.24,  ,2/1/2022 0:00,3/17/2021,1085736,expired,Steroids
TRIAMCINOLON AER SPRAY,64980-0429-01,AERS,SPRAY,RISING,39.99,908.03,  ,6/17/2022 0:00,11/11/2021,1085736,expired,Steroids
SOOLANTRA    CRE 1%,00299-3823-45,CREA,1%,GALDERMA,580,876.18,  ,0:00:00,12/30/2023,1598073,Antiparasitic [EPC],Scabies
FLUOCIN ACET OIL 0.01% SC,45802-0485-26,OIL,0.01% SC,PERRIGO,8.49,110.88,  ,8/12/2021 0:00,3/19/2021,1191307,Corticosteroid [EPC],Scalp: (topical steroids)
OTEZLA       TAB 30MG,55513-0137-60,TABS,30MG,   ,4549.99,5970.5,  ,0:00:00,6/29/2024,1492746,Phosphodiesterase 4 Inhibitor [EPC],Immune Response Mod
TRETINOIN    CRE 0.025%,00472-0117-20,CREA,0.03%,ACTAV MID,13.99,127.57,  ,11/2/2023 0:00,1/17/2023,106302,Retinoid [EPC],Retinoids: Exfoliant
FLUOCIN ACET OIL BODY,68462-0591-89,OIL,BODY,GLENMARK,10.04,220.75,  ,2/19/2024 0:00,3/24/2021,1191307,Corticosteroid [EPC],Scalp: (topical steroids)
ORPHENGESIC  TAB FORTE,61825-0302-60,TABS,FORTE,   ,445,2340,  ,0:00:00,3/26/2021,994539,Central Nervous System Stimulant [EPC],Pain Relief
QBREXZA      PAD 2.4%,70428-0011-12,PADS,2.40%,DERMIRA,564,774.94,  ,0:00:00,10/19/2021,2054120,expired,Hyperhydrosis
AMMONIUM LAC LOT 12%,51672-1300-09,LOTN,12%,TARO ,16.59,67.45,  ,8/20/2024 0:00,9/24/2024,197362,Acidifying Activity [MoA],Moisturizer
AMMONIUM LAC LOT 12%,51672-1300-09,LOTN,12%,TARO ,16.59,67.45,  ,8/20/2024 0:00,9/24/2024,197362,Acidifying Activity [MoA],Moisturizer
AMMONIUM LAC LOT 12%,51672-1300-09,LOTN,12%,TARO ,16.59,67.45,  ,8/20/2024 0:00,9/24/2024,197362,Acidifying Activity [MoA],Moisturizer
AMMONIUM LAC LOT 12%,51672-1300-09,LOTN,12%,TARO ,16.59,67.45,  ,8/20/2024 0:00,9/24/2024,197362,Acidifying Activity [MoA],Moisturizer
OTEZLA       TAB 10/20/30,55513-0369-55,TBPK,10/20/1930,AMGEN,4000,5970.5,  ,0:00:00,6/29/2024,1605455,unknown,Immune Response Mod
MUPIROCIN    CRE 2%,51672-1370-02,CREA,2%,TARO ,25.99,415.56,  ,11/23/2024 0:00,10/16/2024,311877,RNA Synthetase Inhibitor Antibacterial [EPC],Biopsy Topical ABX
CICLOPIROX   SOL 8%,42192-0715-06,SOLN,8%,ACELLA PH,6.75,179,  ,11/23/2024 0:00,8/29/2024,309291,Protein Synthesis Inhibitors [MoA],Anti-fungal (Nail)
CLOBETASOL   OIN 0.05%,21922-0017-07,OINT,0.05%,ENCUBE ETH,3.95,498.72,  ,11/19/2024 0:00,3/20/2024,861448,Corticosteroid [EPC],Steroids
MOMETASONE   CRE 0.1%,68462-0192-55,CREA,0.10%,GLENMARK,4.5,52.96,  ,3/24/2023 0:00,3/23/2022,311753,Corticosteroid [EPC],Medium Potency Topical Steroid
BETAMETH VAL LOT 0.1%,54879-0004-60,LOTN,0.10%,STI PHARMA,20.62,72.18,  ,12/22/2022 0:00,10/14/2022,197408,expired,Steroids
DIFLORASONE  OIN 0.05%,52565-0063-30,OINT,0.05%,TELIGENT,18,419.35,  ,12/31/2021 0:00,8/25/2021,966607,expired,High Potency Topical Steroid
DOXYCYC MONO CAP 150MG,00115-1327-13,CAPS,150MG,AMNEAL,59.99,1479.01,  ,12/10/2021 0:00,5/20/2021,728207,expired,ABX Orals
AZELAIC ACID GEL 15%,51672-1389-03,GEL,15%,TARO ,20.4,372.66,  ,11/20/2024 0:00,8/30/2024,1041518,Decreased Protein Synthesis [PE],Retinoids: Exfoliant
PREDNISONE   TAB 20MG,00527-2934-37,TABS,20MG,LANNETT,4.22,25.9,  ,7/11/2022 0:00,4/1/2022,312615,expired,Anti-inflammatory
PLIAGLIS     CRE 7-7%,73575-0009-09,CREA,7-7%,   ,125,1384.08,  ,0:00:00,5/27/2021,728126,unknown,Non-Ster Anti-Inflam
FENOPROFEN   CAP 200MG,69336-0124-10,CAPS,200MG,STERLING K,800,2185.25,  ,0:00:00,5/27/2021,197694,expired,NSAID (Fenoprofen)
ERY/BENZOYL  GEL 5-3%,64980-0328-02,GEL,5-3%,RISING,13.99,414.79,  ,12/31/2021 0:00,11/30/2021,244374,Macrolide Antimicrobial [EPC],Acne Topical ABX
IVERMECTIN   CRE 1%,00574-2107-45,CREA,1%,PERRIGO,169.99,654.7,  ,5/6/2024 0:00,8/29/2024,1598068,Antiparasitic [EPC],Rosacea Topical ABX
DRYSOL       SOL 20%,00096-0707-60,SOLN,20%,PERSON COV,11,13.92,  ,0:00:00,2/18/2023,206208,expired,Hyperhydrosis
EXELDERM     CRE 1%,69489-0711-60,CREA,1%,   ,557.53,884.23,  ,0:00:00,3/23/2024,208117,Azole Antifungal [EPC],Anti-fungal
HALOBETASOL  OIN 0.05%,00713-0339-86,OINT,0.05%,COSETTE PH,11.5,216.35,  ,0:00:00,7/7/2023,977978,Corticosteroid [EPC],High Potency Topical Steroid
AKLIEF       CRE 0.005%,00299-5935-45,CREA,0.01%,GALDERMA,554.74,846.12,  ,0:00:00,12/30/2023,2205647,Retinoid [EPC],Retinoids: Exfoliant
FLUOCIN ACET CRE 0.01%,52565-0031-60,CREA,0.01%,TELIGENT,24.99,133.44,  ,2/18/2022 0:00,11/12/2021,1191302,expired,Medium Potency Topical Steroid
CLOBEX       LOT 0.05%,00299-3848-04,LOTN,0.05%,GALDERMA,920.37,1260.5,  ,0:00:00,2/4/2023,861506,Corticosteroid [EPC],Steroids
CLOBEX       SHA 0.05%,00299-3847-04,SHAM,0.05%,GALDERMA,770.73,1055.56,  ,0:00:00,2/4/2023,861492,Corticosteroid [EPC],Steroids
EMPRICAINE   KIT II,59088-0759-00,KIT,II,PURE TEK,359,2275,  ,0:00:00,8/23/2021,197877,expired,Pain Relief
ENSTILAR     AER,50222-0302-60,FOAM,,LEO PHARMA,1133.88,1592.77,  ,0:00:00,1/20/2024,1716099,Corticosteroid [EPC],Steroids
ACZONE       GEL 7.5%,16110-0526-60,GEL,7.50%,ALMIRALL,729.28,945.58,  ,0:00:00,1/20/2024,1741907,Sulfone [EPC],Antiviral
ONEXTON      GEL 1.2-3.75,00187-3050-50,GEL,1.2-3.75,BAUSCH HEA,609.42,867.89,  ,0:00:00,1/7/2023,1598826,Lincosamide Antibacterial [EPC],Acne Treatment
AZELEX       CRE 20%,16110-0869-30,CREA,20%,ALMIRALL,492.65,638.75,  ,0:00:00,1/20/2024,1043753,Decreased Protein Synthesis [PE],Acne Treatment
LIDOTHOL     GEL 4.5-5%,53225-1026-01,GEL,4.5-5%,TERRAIN PH,129,947.45,  ,0:00:00,12/16/2023,2257313,Amide Local Anesthetic [EPC],Pain Relief
FLUOCINONIDE SOL 0.05%,33342-0320-85,SOLN,0.05%,MACLEODS,5.99,115.89,  ,8/4/2023 0:00,3/7/2023,310364,Corticosteroid [EPC],Steroids
SANTYL       OIN 250/GM,50484-0010-30,OINT,250/GM,S&N UNITED,250,362.82,  ,0:00:00,12/16/2023,1149617,Collagen-specific Enzyme [EPC],Keratolytic
CORDRAN 80X3 TAP 4MCG/CM,16110-0587-80,TAPE,4MCG/CM,ALMIRALL,780.64,982.67,  ,0:00:00,1/20/2024,797697,Corticosteroid [EPC],Steroids
RINVOQ       TAB 15MG ER,00074-2306-30,TB24,15MG ER,ABBVIE,5758.78,7717.45,  ,0:00:00,1/6/2024,2196900,Janus Kinase Inhibitor [EPC],Immunomodulator
XELJANZ      TAB 10MG,00069-1002-01,TABS,10MG,PFIZER US,4936.38,6940.73,  ,0:00:00,12/30/2023,2048568,Janus Kinase Inhibitor [EPC],Immunomodulator
SULFASALAZIN TAB 500MG,59762-5000-06,TABS,500MG,GREENSTONE,42.65,69.8,  ,0:00:00,3/9/2024,198232,Aminosalicylate [EPC],Anti-inflammatory
SULFASALAZIN TAB 500MG,59762-5000-06,TABS,500MG,GREENSTONE,42.65,69.8,  ,0:00:00,3/9/2024,198232,Aminosalicylate [EPC],Anti-inflammatory
MELOXICAM    TAB 15MG,29300-0125-10,TABS,15MG,UNICHEM,12.55,4845,  ,0:00:00,1/26/2022,152695,Nonsteroidal Anti-inflammatory Drug [EPC],Anti-inflammatory
TRETINOIN    CRE 0.05%,51672-1394-00,CREA,0.05%,TARO ,20.99,112.64,  ,5/26/2023 0:00,11/9/2023,106303,Retinoid [EPC],Retinoids: Exfoliant
